Wall time,Step,Value
1642684309.2402651,22204,-34.933528900146484
1642684329.7835906,22229,-24.236574172973633
1642684362.568435,22276,9.67345905303955
1642684383.3977783,22302,-32.24836730957031
1642684396.2379198,22313,-75.28691864013672
1642684411.5729754,22328,-66.59698486328125
1642684458.2281938,22400,118.75224304199219
1642684469.1351075,22407,-90.47309875488281
1642684493.706348,22441,-6.840777397155762
1642684530.0257866,22496,60.73040008544922
1642684541.8333387,22505,-80.59748077392578
1642684565.3938162,22537,-8.412627220153809
1642684596.3974614,22578,-4.409294128417969
1642684607.8754463,22587,-85.134033203125
1642684633.8925533,22622,-15.209088325500488
1642684681.0490553,22698,116.96247100830078
1642684691.8671193,22705,-94.5645523071289
1642684747.4765713,22793,126.21941375732422
1642684761.903104,22807,-65.53128051757812
1642684774.7233486,22817,-76.79997253417969
1642684823.0284045,22892,70.58120727539062
1642684855.401029,22939,25.505037307739258
1642684863.8700068,22941,-103.65148162841797
1642684898.333429,22992,49.7016487121582
1642684962.2589471,23100,206.86341857910156
1642684994.4598954,23147,25.620149612426758
1642685027.1029866,23193,22.610610961914062
1642685071.0074875,23260,71.0423583984375
1642685116.83292,23328,68.09093475341797
1642685154.7782598,23385,53.65394973754883
1642685203.403227,23461,104.52852630615234
1642685264.1538253,23561,161.1094512939453
1642685283.9690242,23584,-35.748050689697266
1642685307.1047966,23614,-31.88191795349121
1642685322.9235325,23630,-65.62065124511719
1642685370.1830733,23703,70.36600494384766
1642685409.7181046,23761,54.26563262939453
1642685431.5033374,23787,-44.69729232788086
1642685468.0044484,23841,41.17512130737305
1642685480.976512,23852,-73.57152557373047
1642685537.6967347,23940,132.13597106933594
1642685575.62255,23999,65.85731506347656
1642685608.643524,24046,29.2656192779541
1642685648.3220644,24110,76.76466369628906
1642685675.3093958,24147,2.6614556312561035
1642685697.2941434,24175,-31.144582748413086
1642685742.9169333,24246,89.73137664794922
1642685767.3953896,24281,4.838251113891602
1642685779.4528062,24290,-84.72720336914062
1642685794.2181027,24305,-69.20762634277344
1642685827.7525783,24356,55.04433059692383
1642685851.6600473,24386,-27.5653018951416
1642685892.5025303,24452,97.2760238647461
1642685903.7318504,24460,-83.0331802368164
1642685939.44598,24515,52.70868682861328
1642685963.1827776,24545,-21.496509552001953
1642685991.5980659,24588,39.77764129638672
1642686030.4493415,24651,88.8166275024414
1642686046.6948545,24669,-54.968650817871094
1642686064.3852427,24691,-43.52946472167969
1642686077.3715298,24702,-69.42298126220703
1642686086.873861,24704,-103.43209838867188
1642686130.6725025,24770,75.03519439697266
1642686163.374925,24813,-13.116990089416504
1642686175.6388788,24823,-82.76937866210938
1642686199.6825836,24856,-11.479401588439941
1642686239.7984478,24914,47.45903778076172
1642686325.5672548,25063,353.9612731933594
1642686342.59284,25082,-61.4232177734375
1642686361.6249862,25103,-41.2939338684082
1642686413.0892565,25190,176.65322875976562
1642686455.4513469,25255,81.8003158569336
1642686494.0270936,25312,56.20164108276367
1642686511.2157073,25332,-42.51176834106445
1642686528.0354059,25350,-63.95273971557617
1642686610.9707584,25496,337.06060791015625
1642686644.6966884,25544,23.418292999267578
1642686698.0661564,25633,163.38385009765625
1642686716.3646662,25655,-38.95149612426758
1642686728.576551,25664,-84.91511535644531
1642686744.6786156,25682,-51.34270095825195
1642686792.1199741,25752,88.41923522949219
1642686846.0194638,25840,134.00393676757812
1642686865.588186,25866,-20.998903274536133
1642686880.9984941,25883,-52.3875732421875
1642686917.472727,25937,40.008445739746094
1642686932.9297612,25953,-55.913997650146484
1642686963.6578422,25996,-8.463507652282715
1642686984.5220206,26022,-32.90717315673828
1642686995.579646,26030,-84.28865814208984
1642687013.502197,26052,-38.6589241027832
1642687027.4643672,26064,-75.14488220214844
1642687040.9793348,26075,-73.91081237792969
1642687065.616948,26109,1.5768675804138184
1642687115.5967653,26185,104.49882507324219
1642687178.0488868,26281,131.78192138671875
